GMT,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004
14-7-2021 08:00,0.37,1.56,0.43,0.74,1.09,0.32,0.94,0.28,1.03,3.74,2.69,1.04,0.36,0.49,1.67,0.87,2.74,0.93,2.28,1.45,0.72,0.63,1.4,1.49,0.35,0.55,0.27,0.47,0.97,0.47,3.57,1.49,1.68,0.7,0.73,0.99,3.09,0.17,0.55,1.79,1.08,1.22,0.17,0.35,1.42,0.56,2.66,0.38,0.36,4.82
14-7-2021 09:00,0.37,1.57,0.43,0.74,1.1,0.32,0.94,0.29,1.03,3.74,2.69,1.04,0.36,0.5,1.67,0.87,2.74,0.93,2.28,1.45,0.72,0.63,1.41,1.49,0.35,0.55,0.28,0.47,0.98,0.48,3.57,1.49,1.69,0.71,0.74,0.99,3.09,0.18,0.55,1.79,1.08,1.23,0.17,0.35,1.43,0.56,2.66,0.39,0.36,4.83
14-7-2021 10:00,0.37,1.56,0.43,0.73,1.09,0.32,0.93,0.28,1.03,3.74,2.69,1.04,0.36,0.49,1.67,0.87,2.73,0.93,2.28,1.45,0.72,0.62,1.4,1.49,0.34,0.55,0.27,0.46,0.97,0.47,3.57,1.48,1.68,0.7,0.73,0.99,3.09,0.17,0.55,1.79,1.08,1.22,0.17,0.35,1.42,0.56,2.65,0.38,0.35,4.82
14-7-2021 11:00,0.37,1.57,0.43,0.74,1.1,0.32,0.94,0.28,1.03,3.74,2.69,1.04,0.36,0.49,1.67,0.87,2.74,0.93,2.28,1.45,0.72,0.63,1.4,1.49,0.35,0.55,0.27,0.47,0.98,0.47,3.57,1.49,1.69,0.7,0.74,0.99,3.09,0.17,0.55,1.79,1.08,1.22,0.17,0.35,1.43,0.56,2.66,0.39,0.36,4.83
14-7-2021 12:00,0.37,1.56,0.43,0.74,1.09,0.32,0.94,0.29,1.03,3.74,2.69,1.04,0.36,0.49,1.67,0.87,2.73,0.93,2.28,1.45,0.72,0.62,1.4,1.49,0.35,0.55,0.27,0.47,0.97,0.47,3.57,1.49,1.68,0.7,0.73,0.99,3.09,0.17,0.55,1.79,1.08,1.22,0.17,0.35,1.42,0.56,2.65,0.39,0.36,4.82
14-7-2021 13:00,0.5,0.91,0.78,4.94,1.71,0.56,3.84,1.65,1.49,5,3.14,3.39,0.52,0.68,2.43,2.54,2.16,1.6,2.04,1.76,1.46,2.26,6.85,1.57,0.08,1.05,2.12,1.93,2.73,1.39,3.63,1.45,3.13,2.03,3.55,1.41,1.47,0.3,1.11,3.13,3.55,2.72,1.18,1.64,5.24,1.72,0.82,1.15,0.79,3.47
14-7-2021 14:00,0.5,0.91,0.78,4.94,1.71,0.56,3.84,1.65,1.48,4.99,3.14,3.39,0.52,0.68,2.43,2.54,2.16,1.6,2.04,1.76,1.47,2.26,6.85,1.57,0.08,1.05,2.12,1.92,2.72,1.39,3.62,1.45,3.12,2.03,3.55,1.41,1.47,0.3,1.11,3.13,3.55,2.72,1.17,1.64,5.24,1.71,0.82,1.15,0.79,3.47
14-7-2021 15:00,0.5,0.91,0.78,4.94,1.71,0.57,3.84,1.65,1.49,5,3.14,3.4,0.52,0.68,2.43,2.54,2.17,1.6,2.04,1.76,1.47,2.26,6.85,1.57,0.08,1.05,2.12,1.93,2.73,1.39,3.63,1.45,3.13,2.03,3.55,1.41,1.47,0.3,1.11,3.14,3.55,2.72,1.18,1.64,5.24,1.72,0.82,1.15,0.79,3.47
14-7-2021 16:00,0.5,0.91,0.78,4.94,1.71,0.56,3.84,1.65,1.48,4.99,3.14,3.39,0.52,0.68,2.43,2.54,2.16,1.6,2.04,1.76,1.46,2.25,6.85,1.57,0.08,1.05,2.12,1.93,2.72,1.39,3.62,1.45,3.12,2.03,3.55,1.41,1.47,0.3,1.1,3.13,3.54,2.72,1.17,1.63,5.24,1.72,0.81,1.15,0.78,3.47
14-7-2021 17:00,0.5,0.91,0.78,4.94,1.71,0.56,3.84,1.65,1.49,5,3.14,3.39,0.52,0.68,2.43,2.54,2.17,1.6,2.04,1.76,1.46,2.26,6.85,1.57,0.08,1.05,2.12,1.93,2.73,1.39,3.63,1.45,3.12,2.03,3.55,1.41,1.47,0.3,1.11,3.14,3.55,2.72,1.18,1.64,5.24,1.71,0.82,1.15,0.79,3.47
14-7-2021 18:00,0.5,0.91,0.78,4.94,1.71,0.56,3.84,1.65,1.48,4.99,3.14,3.39,0.52,0.68,2.43,2.54,2.16,1.6,2.04,1.76,1.47,2.25,6.85,1.57,0.08,1.05,2.12,1.93,2.73,1.39,3.62,1.45,3.13,2.03,3.55,1.41,1.47,0.3,1.11,3.13,3.54,2.72,1.17,1.64,5.24,1.71,0.81,1.15,0.79,3.47
14-7-2021 19:00,0.29,0.58,1.38,2.46,0.52,2.95,2.25,1.47,1.01,1.46,1.37,2.06,0.36,0.88,1.85,0.85,2.1,1.08,0.92,0.62,1.91,0.55,1.92,0.54,0.1,0.61,1.29,1.28,0.91,0.98,1.09,1.27,0.29,0.54,5.63,0.49,0.59,0.37,0.4,0.46,1.46,1.34,1.44,2.16,1.67,2.57,1.17,0.66,0.75,0.86
14-7-2021 20:00,0.29,0.58,1.38,2.46,0.51,2.95,2.24,1.47,1.01,1.46,1.37,2.06,0.36,0.88,1.85,0.85,2.1,1.08,0.91,0.62,1.91,0.55,1.92,0.53,0.1,0.61,1.28,1.28,0.9,0.98,1.09,1.27,0.29,0.54,5.63,0.49,0.59,0.37,0.39,0.47,1.46,1.34,1.44,2.15,1.67,2.57,1.17,0.66,0.75,0.86
14-7-2021 21:00,0.29,0.58,1.38,2.47,0.52,2.95,2.25,1.47,1.01,1.46,1.37,2.06,0.36,0.88,1.85,0.86,2.1,1.08,0.92,0.62,1.92,0.55,1.92,0.54,0.11,0.61,1.29,1.28,0.91,0.98,1.09,1.28,0.29,0.54,5.63,0.49,0.59,0.37,0.4,0.47,1.46,1.34,1.45,2.16,1.68,2.57,1.17,0.66,0.75,0.86
14-7-2021 22:00,0.29,0.58,1.37,2.46,0.51,2.95,2.24,1.46,1,1.46,1.37,2.06,0.36,0.88,1.84,0.85,2.09,1.08,0.91,0.62,1.91,0.55,1.92,0.53,0.1,0.6,1.29,1.28,0.9,0.98,1.09,1.27,0.28,0.54,5.62,0.49,0.58,0.37,0.39,0.46,1.46,1.34,1.44,2.15,1.67,2.57,1.17,0.66,0.75,0.86
14-7-2021 23:00,0.29,0.58,1.38,2.46,0.51,2.95,2.25,1.47,1.01,1.46,1.37,2.06,0.36,0.88,1.85,0.85,2.1,1.08,0.91,0.62,1.91,0.55,1.92,0.53,0.1,0.6,1.28,1.28,0.91,0.98,1.09,1.27,0.29,0.54,5.63,0.49,0.59,0.37,0.4,0.47,1.46,1.34,1.45,2.15,1.68,2.57,1.17,0.66,0.75,0.86
15-7-2021 00:00,0.29,0.58,1.37,2.46,0.51,2.95,2.24,1.46,1.01,1.46,1.37,2.06,0.36,0.88,1.85,0.85,2.1,1.08,0.91,0.62,1.91,0.55,1.92,0.53,0.1,0.61,1.29,1.28,0.9,0.98,1.09,1.27,0.29,0.54,5.63,0.49,0.59,0.37,0.4,0.46,1.46,1.34,1.44,2.15,1.67,2.57,1.17,0.66,0.75,0.86
15-7-2021 01:00,0.2,0.24,1.59,1.07,2.76,0.56,0.47,1.23,0.51,1.2,1.84,0.4,0.39,0.79,1.16,0.25,1.32,1.26,0.12,0.44,5.44,0.35,1.21,0.44,0.33,0.2,2.29,1.35,0.8,0.52,2.99,0.45,0.48,0.12,1.95,0.28,1.08,0.76,0.28,0.72,2.48,0.28,0.15,0.82,1.98,1.06,0.65,0.24,1.9,0.63
15-7-2021 02:00,0.19,0.24,1.59,1.06,2.76,0.56,0.47,1.23,0.5,1.2,1.84,0.39,0.39,0.79,1.16,0.24,1.32,1.26,0.12,0.43,5.44,0.35,1.21,0.44,0.32,0.19,2.28,1.35,0.8,0.52,2.99,0.45,0.48,0.12,1.95,0.28,1.08,0.76,0.28,0.72,2.48,0.28,0.15,0.82,1.98,1.06,0.65,0.24,1.89,0.63
15-7-2021 03:00,0.2,0.24,1.59,1.07,2.76,0.56,0.48,1.23,0.51,1.21,1.84,0.4,0.39,0.79,1.16,0.25,1.32,1.27,0.12,0.44,5.44,0.35,1.21,0.44,0.33,0.2,2.29,1.35,0.8,0.52,2.99,0.45,0.48,0.13,1.95,0.28,1.08,0.76,0.29,0.72,2.48,0.28,0.15,0.82,1.98,1.07,0.65,0.24,1.9,0.64
15-7-2021 04:00,0.19,0.24,1.59,1.06,2.76,0.56,0.47,1.23,0.5,1.2,1.84,0.39,0.39,0.78,1.15,0.24,1.32,1.26,0.11,0.43,5.44,0.35,1.2,0.44,0.32,0.19,2.28,1.35,0.8,0.52,2.99,0.45,0.48,0.12,1.95,0.28,1.08,0.76,0.28,0.71,2.48,0.28,0.15,0.82,1.97,1.06,0.64,0.23,1.89,0.63
15-7-2021 05:00,0.2,0.24,1.59,1.07,2.76,0.56,0.48,1.23,0.51,1.2,1.84,0.4,0.39,0.79,1.16,0.24,1.32,1.26,0.12,0.44,5.44,0.35,1.21,0.44,0.32,0.2,2.28,1.35,0.8,0.52,2.99,0.45,0.48,0.12,1.95,0.28,1.08,0.76,0.28,0.72,2.48,0.28,0.15,0.82,1.98,1.06,0.65,0.24,1.9,0.63
15-7-2021 06:00,0.19,0.24,1.59,1.06,2.76,0.56,0.47,1.23,0.51,1.2,1.84,0.39,0.39,0.79,1.15,0.24,1.32,1.26,0.11,0.43,5.44,0.35,1.2,0.43,0.32,0.19,2.29,1.35,0.8,0.52,2.99,0.45,0.48,0.12,1.95,0.28,1.08,0.76,0.28,0.72,2.48,0.28,0.15,0.82,1.98,1.06,0.65,0.24,1.89,0.63
15-7-2021 07:00,0.09,0.19,0.5,0.04,1.86,0.14,0.21,0.35,2.1,2.5,0.99,0.58,0.38,1,0.98,0.08,0.34,3.18,0.08,0.6,1.61,0.13,1.9,0.34,0.14,0.17,2.83,1.51,3,1.38,2.14,0.72,0.82,0.25,1.3,0.07,0.87,0.8,0.26,2.41,2.2,0.12,0.05,1.96,0.96,1.68,0.2,0.09,0.93,0.35
15-7-2021 08:00,0.09,0.18,0.5,0.04,1.86,0.14,0.21,0.35,2.1,2.5,0.99,0.58,0.38,1,0.97,0.08,0.34,3.18,0.08,0.6,1.61,0.13,1.9,0.34,0.14,0.17,2.83,1.51,3,1.38,2.13,0.72,0.82,0.25,1.3,0.07,0.87,0.8,0.25,2.41,2.2,0.12,0.05,1.96,0.96,1.67,0.2,0.09,0.93,0.35
15-7-2021 09:00,0.09,0.19,0.5,0.04,1.86,0.14,0.21,0.35,2.1,2.5,0.99,0.58,0.38,1,0.98,0.08,0.34,3.18,0.08,0.6,1.61,0.13,1.9,0.34,0.14,0.17,2.83,1.52,3,1.38,2.14,0.72,0.82,0.26,1.3,0.07,0.87,0.8,0.26,2.42,2.2,0.12,0.05,1.96,0.96,1.68,0.2,0.09,0.93,0.35
15-7-2021 10:00,0.09,0.18,0.5,0.04,1.86,0.13,0.21,0.35,2.1,2.5,0.99,0.58,0.37,0.99,0.97,0.08,0.34,3.17,0.08,0.6,1.61,0.13,1.9,0.34,0.14,0.17,2.83,1.51,3,1.38,2.14,0.72,0.82,0.25,1.29,0.07,0.87,0.79,0.25,2.41,2.2,0.12,0.05,1.95,0.96,1.67,0.2,0.09,0.92,0.34
15-7-2021 11:00,0.09,0.19,0.5,0.04,1.86,0.14,0.21,0.35,2.1,2.5,1,0.58,0.38,1,0.98,0.08,0.34,3.18,0.08,0.6,1.61,0.13,1.9,0.34,0.14,0.17,2.83,1.51,3,1.38,2.14,0.72,0.82,0.25,1.3,0.07,0.87,0.8,0.25,2.41,2.2,0.12,0.05,1.96,0.96,1.68,0.2,0.09,0.93,0.35
15-7-2021 12:00,0.09,0.19,0.5,0.04,1.86,0.14,0.21,0.35,2.1,2.5,0.99,0.58,0.37,1,0.97,0.08,0.34,3.18,0.08,0.6,1.61,0.13,1.9,0.34,0.14,0.16,2.83,1.51,3,1.38,2.14,0.72,0.82,0.25,1.3,0.07,0.87,0.79,0.25,2.41,2.2,0.12,0.05,1.95,0.96,1.67,0.2,0.09,0.93,0.35
15-7-2021 13:00,0.08,0.29,0.42,0.1,0.18,0.06,0.1,0.39,1.15,1.62,0.22,0.5,0.77,0.24,0.56,0.07,0.43,1.62,0.03,0.78,0.38,0.02,0.44,0.27,0.06,0.35,1.23,1.27,0.59,0.96,1.51,0.61,0.62,0.46,0.67,0.09,0.29,0.91,0.09,1.09,0.56,0.12,0.08,1.01,1.06,0.84,0.01,0.1,0.56,1.21
15-7-2021 14:00,0.08,0.29,0.42,0.1,0.18,0.06,0.1,0.39,1.15,1.62,0.22,0.5,0.77,0.24,0.56,0.07,0.43,1.62,0.03,0.78,0.38,0.02,0.43,0.27,0.06,0.35,1.23,1.27,0.59,0.96,1.51,0.61,0.62,0.45,0.67,0.09,0.29,0.91,0.09,1.08,0.56,0.12,0.08,1.01,1.06,0.84,0.01,0.09,0.56,1.2
15-7-2021 15:00,0.08,0.29,0.42,0.1,0.19,0.06,0.1,0.39,1.15,1.62,0.22,0.5,0.77,0.24,0.56,0.07,0.43,1.62,0.04,0.78,0.38,0.02,0.44,0.27,0.06,0.35,1.24,1.27,0.6,0.96,1.51,0.61,0.62,0.46,0.67,0.09,0.29,0.91,0.09,1.09,0.56,0.12,0.08,1.02,1.06,0.85,0.01,0.1,0.56,1.21
15-7-2021 16:00,0.08,0.28,0.42,0.1,0.18,0.05,0.1,0.38,1.15,1.62,0.21,0.5,0.77,0.24,0.56,0.07,0.43,1.61,0.03,0.78,0.38,0.02,0.43,0.27,0.06,0.35,1.23,1.27,0.59,0.96,1.51,0.61,0.62,0.45,0.67,0.09,0.29,0.91,0.09,1.08,0.56,0.12,0.08,1.01,1.06,0.84,0.01,0.1,0.56,1.2
15-7-2021 17:00,0.08,0.29,0.42,0.1,0.18,0.06,0.1,0.39,1.15,1.62,0.22,0.5,0.77,0.24,0.56,0.07,0.43,1.62,0.04,0.78,0.38,0.03,0.44,0.27,0.06,0.36,1.23,1.27,0.59,0.96,1.52,0.61,0.62,0.46,0.67,0.09,0.29,0.91,0.09,1.09,0.56,0.12,0.08,1.01,1.06,0.84,0.01,0.1,0.56,1.2
15-7-2021 18:00,0.08,0.28,0.42,0.1,0.18,0.06,0.1,0.39,1.15,1.62,0.22,0.5,0.77,0.24,0.56,0.07,0.43,1.62,0.03,0.78,0.38,0.02,0.43,0.27,0.06,0.35,1.23,1.27,0.59,0.96,1.51,0.61,0.62,0.45,0.67,0.09,0.29,0.91,0.09,1.08,0.56,0.12,0.08,1.01,1.06,0.84,0.01,0.1,0.56,1.2
15-7-2021 19:00,0,0.03,0.29,0.03,0.23,0.01,0.03,0.06,0.76,0.14,0.13,0.21,1.32,0.02,0.28,0.09,0.43,0.32,0.02,0.22,0.23,0,0.2,0.07,0.04,0.02,0.22,0.31,0.18,0.36,0.18,0.26,0.11,0.06,0.52,0.03,0.3,0.27,0.05,0.2,0.26,0.02,0.03,0.27,1,0.14,0.06,0.09,0.43,0.35
15-7-2021 20:00,0,0.03,0.29,0.03,0.23,0.01,0.03,0.06,0.76,0.14,0.13,0.21,1.32,0.02,0.28,0.09,0.43,0.32,0.02,0.22,0.23,0,0.19,0.06,0.04,0.02,0.22,0.31,0.18,0.36,0.18,0.26,0.11,0.06,0.52,0.03,0.3,0.27,0.05,0.2,0.26,0.02,0.03,0.27,0.99,0.14,0.06,0.08,0.43,0.35
15-7-2021 21:00,0.01,0.03,0.29,0.03,0.23,0.01,0.03,0.06,0.77,0.15,0.13,0.22,1.32,0.02,0.28,0.1,0.43,0.32,0.02,0.22,0.23,0,0.2,0.07,0.04,0.02,0.22,0.31,0.18,0.36,0.18,0.27,0.11,0.06,0.52,0.03,0.3,0.27,0.05,0.2,0.26,0.02,0.04,0.27,1,0.14,0.06,0.09,0.43,0.35
15-7-2021 22:00,0,0.03,0.28,0.03,0.23,0,0.03,0.06,0.76,0.14,0.12,0.21,1.32,0.02,0.27,0.09,0.43,0.32,0.01,0.21,0.23,0,0.19,0.06,0.04,0.02,0.22,0.31,0.18,0.36,0.17,0.26,0.11,0.06,0.52,0.03,0.3,0.26,0.04,0.2,0.26,0.02,0.03,0.27,0.99,0.13,0.06,0.08,0.42,0.35
15-7-2021 23:00,0.01,0.03,0.29,0.03,0.23,0.01,0.03,0.06,0.76,0.15,0.13,0.21,1.32,0.02,0.28,0.09,0.43,0.32,0.02,0.22,0.23,0,0.19,0.06,0.04,0.02,0.22,0.31,0.18,0.36,0.18,0.26,0.11,0.06,0.52,0.03,0.3,0.27,0.05,0.2,0.26,0.03,0.03,0.27,1,0.14,0.06,0.09,0.43,0.36
16-7-2021 00:00,0,0.03,0.29,0.03,0.23,0,0.03,0.06,0.76,0.14,0.13,0.21,1.32,0.02,0.28,0.09,0.43,0.32,0.02,0.22,0.23,0,0.2,0.06,0.04,0.02,0.22,0.31,0.18,0.36,0.18,0.26,0.11,0.06,0.52,0.03,0.3,0.27,0.05,0.2,0.26,0.02,0.03,0.27,1,0.14,0.06,0.09,0.43,0.35
16-7-2021 01:00,0.12,0.03,0.18,0.03,0.19,0.05,0.12,0.03,0.1,0.16,0.09,0.13,0.53,0.07,0.09,0.15,0.19,0.07,0.07,0.09,0.14,0.01,0.1,0.21,0.05,0.07,0.08,0.27,0.15,0.26,0.13,0.23,0.13,0.02,0.42,0.13,0.12,0.15,0.13,0.19,0.08,0.05,0.04,0.12,0.11,0.11,0.02,0.15,0.27,0.18
16-7-2021 02:00,0.11,0.03,0.17,0.03,0.19,0.05,0.12,0.03,0.1,0.16,0.08,0.13,0.52,0.07,0.09,0.15,0.19,0.07,0.07,0.09,0.13,0,0.1,0.21,0.05,0.07,0.08,0.27,0.14,0.26,0.13,0.23,0.13,0.02,0.41,0.13,0.12,0.15,0.13,0.19,0.07,0.05,0.04,0.12,0.11,0.11,0.02,0.15,0.27,0.18
16-7-2021 03:00,0.12,0.03,0.18,0.03,0.19,0.05,0.12,0.03,0.1,0.16,0.09,0.13,0.53,0.07,0.09,0.15,0.19,0.07,0.07,0.1,0.14,0.01,0.1,0.21,0.05,0.07,0.08,0.27,0.15,0.26,0.13,0.23,0.14,0.02,0.42,0.13,0.12,0.15,0.14,0.19,0.08,0.05,0.04,0.12,0.11,0.11,0.02,0.15,0.27,0.18
16-7-2021 04:00,0.11,0.03,0.17,0.03,0.18,0.05,0.12,0.03,0.1,0.15,0.08,0.13,0.52,0.07,0.09,0.15,0.18,0.07,0.07,0.09,0.13,0,0.1,0.21,0.05,0.07,0.08,0.27,0.14,0.26,0.13,0.23,0.13,0.02,0.41,0.12,0.12,0.15,0.13,0.19,0.07,0.05,0.03,0.12,0.11,0.11,0.02,0.14,0.26,0.17
16-7-2021 05:00,0.12,0.03,0.18,0.03,0.19,0.05,0.12,0.03,0.1,0.16,0.08,0.13,0.53,0.07,0.09,0.15,0.19,0.07,0.07,0.09,0.14,0.01,0.1,0.21,0.05,0.07,0.08,0.27,0.15,0.26,0.13,0.23,0.13,0.02,0.42,0.13,0.12,0.15,0.13,0.19,0.08,0.05,0.04,0.12,0.11,0.11,0.02,0.15,0.27,0.18
16-7-2021 06:00,0.11,0.03,0.17,0.03,0.19,0.05,0.12,0.03,0.1,0.16,0.09,0.13,0.52,0.07,0.09,0.15,0.19,0.07,0.07,0.09,0.14,0,0.1,0.21,0.05,0.07,0.08,0.27,0.14,0.26,0.13,0.23,0.13,0.02,0.41,0.13,0.12,0.15,0.13,0.19,0.07,0.05,0.04,0.12,0.11,0.11,0.02,0.15,0.27,0.18
16-7-2021 07:00,0.09,0.07,0.08,0.05,0.14,0.03,0.1,0.01,0,0.04,0.01,0.09,0.05,0.1,0.03,0.02,0.15,0.01,0,0.05,0.13,0.06,0.06,0.33,0.12,0.11,0.02,0.47,0.05,0.15,0.07,0.14,0.15,0.08,0.16,0.11,0.12,0.06,0.02,0.08,0.05,0.15,0,0.03,0.11,0.11,0.03,0.01,0.21,0.21
16-7-2021 08:00,0.09,0.07,0.07,0.05,0.14,0.03,0.1,0.01,0,0.04,0.01,0.09,0.04,0.1,0.03,0.02,0.15,0.01,0,0.05,0.13,0.05,0.05,0.33,0.11,0.1,0.02,0.47,0.05,0.15,0.07,0.14,0.15,0.08,0.16,0.11,0.12,0.06,0.02,0.08,0.05,0.15,0,0.03,0.11,0.11,0.03,0.01,0.21,0.21
16-7-2021 09:00,0.09,0.07,0.08,0.05,0.14,0.04,0.1,0.01,0,0.04,0.01,0.09,0.05,0.1,0.03,0.02,0.15,0.01,0,0.05,0.14,0.06,0.06,0.33,0.12,0.11,0.02,0.47,0.05,0.15,0.08,0.14,0.15,0.08,0.16,0.11,0.12,0.07,0.02,0.08,0.06,0.15,0.01,0.03,0.11,0.11,0.03,0.01,0.22,0.21
16-7-2021 10:00,0.09,0.07,0.07,0.05,0.14,0.03,0.09,0.01,0,0.04,0.01,0.09,0.05,0.1,0.03,0.02,0.15,0.01,0,0.04,0.13,0.05,0.05,0.33,0.12,0.1,0.01,0.47,0.05,0.15,0.07,0.14,0.15,0.08,0.15,0.11,0.12,0.06,0.01,0.07,0.05,0.15,0,0.03,0.1,0.11,0.03,0.01,0.21,0.21
16-7-2021 11:00,0.09,0.07,0.08,0.05,0.14,0.03,0.1,0.01,0,0.04,0.01,0.09,0.04,0.1,0.03,0.02,0.15,0.01,0,0.05,0.13,0.06,0.05,0.33,0.12,0.11,0.02,0.47,0.05,0.15,0.07,0.14,0.15,0.08,0.16,0.11,0.12,0.06,0.02,0.08,0.06,0.15,0,0.03,0.11,0.11,0.03,0.01,0.22,0.21
16-7-2021 12:00,0.09,0.07,0.07,0.05,0.14,0.03,0.1,0.01,0,0.04,0.01,0.09,0.05,0.1,0.03,0.02,0.15,0.01,0,0.05,0.13,0.05,0.05,0.33,0.12,0.1,0.02,0.47,0.05,0.15,0.07,0.14,0.15,0.08,0.16,0.11,0.12,0.06,0.02,0.07,0.05,0.15,0,0.03,0.11,0.11,0.03,0.01,0.21,0.21
16-7-2021 13:00,0,0.01,0.29,0.12,0.1,0,0,0.02,0,0.02,0,0.05,0,0.08,0,0,0.2,0,0.01,0.03,0.09,0.15,0.02,0,0,0.01,0,0.16,0.02,0.18,0.08,0.09,0.25,0.04,0.09,0.02,0.33,0.01,0,0.01,0.02,0,0,0,0.14,0.01,0.02,0,0.17,0.45
16-7-2021 14:00,0,0.01,0.29,0.12,0.1,0.01,0,0.02,0,0.03,0,0.04,0.01,0.08,0,0.01,0.2,0,0.01,0.02,0.09,0.14,0.02,0,0.01,0.01,0,0.16,0.02,0.18,0.08,0.09,0.24,0.04,0.09,0.02,0.33,0.01,0,0.01,0.02,0,0,0,0.14,0.01,0.02,0,0.16,0.45
