GMT;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004;meuse004
12-7-2021 14:00;0.61;0.19;0.54;0.33;0.71;0.38;0.24;0.04;0.29;0.64;0.49;0.58;0.13;0.19;0.53;0.45;0.09;2.08;0.17;0.3;0.19;1.08;0.74;0.24;0.6;0.02;0.49;0.18;0.21;0.35;0.13;0.79;1.35;0.49;0.39;0.24;0.47;0.08;0.78;0.31;0.28;0.32;0.26;0.44;0.06;0.47;0.54;0.58;0.16;0.42
12-7-2021 15:00;0.61;0.19;0.54;0.34;0.71;0.38;0.24;0.04;0.29;0.64;0.49;0.58;0.13;0.19;0.53;0.45;0.09;2.08;0.17;0.3;0.19;1.08;0.74;0.24;0.6;0.02;0.49;0.19;0.21;0.35;0.13;0.8;1.35;0.49;0.39;0.24;0.47;0.09;0.78;0.31;0.29;0.32;0.26;0.44;0.07;0.47;0.55;0.58;0.16;0.42
12-7-2021 16:00;0.61;0.18;0.53;0.34;0.7;0.38;0.24;0.04;0.28;0.64;0.49;0.58;0.13;0.19;0.53;0.45;0.09;2.08;0.17;0.3;0.19;1.08;0.74;0.24;0.59;0.02;0.49;0.18;0.21;0.34;0.13;0.79;1.35;0.49;0.39;0.24;0.46;0.08;0.78;0.31;0.28;0.32;0.26;0.44;0.06;0.47;0.54;0.58;0.16;0.41
12-7-2021 17:00;0.61;0.19;0.54;0.34;0.71;0.38;0.24;0.04;0.29;0.64;0.49;0.58;0.13;0.2;0.53;0.45;0.09;2.08;0.17;0.3;0.19;1.08;0.74;0.24;0.6;0.02;0.49;0.19;0.21;0.35;0.13;0.79;1.35;0.49;0.39;0.24;0.47;0.09;0.78;0.31;0.28;0.32;0.26;0.44;0.06;0.47;0.55;0.58;0.16;0.42
12-7-2021 18:00;0.61;0.19;0.54;0.34;0.71;0.38;0.24;0.04;0.28;0.64;0.49;0.58;0.13;0.19;0.53;0.45;0.09;2.08;0.17;0.3;0.19;1.08;0.74;0.24;0.6;0.02;0.49;0.18;0.21;0.35;0.13;0.79;1.35;0.49;0.39;0.24;0.46;0.08;0.78;0.31;0.28;0.32;0.26;0.44;0.06;0.47;0.54;0.58;0.16;0.41
12-7-2021 19:00;0.5;0;0.02;0.5;0;0.12;0.57;0.02;0.04;0;0;0;0;0;0;0.21;0;2.05;0;0.16;0.01;0;0.03;0.06;0;0.03;0.05;0;0;0.01;0.03;0;0.07;0;0;0;0;0;0.27;0.01;0.02;0.03;0;0.02;0.03;0.72;0.3;0.07;0;0
12-7-2021 20:00;0.5;0;0.02;0.5;0;0.12;0.57;0.02;0.04;0;0.01;0;0;0;0;0.21;0;2.04;0;0.16;0.01;0;0.03;0.05;0;0.02;0.05;0;0;0;0.03;0;0.07;0;0;0;0;0;0.26;0.01;0.01;0.03;0;0.02;0.03;0.72;0.3;0.07;0;0
12-7-2021 21:00;0.5;0;0.02;0.5;0;0.12;0.57;0.02;0.05;0;0.01;0;0;0;0;0.21;0;2.05;0;0.16;0.01;0;0.03;0.06;0;0.03;0.05;0;0;0.01;0.03;0;0.07;0;0;0.01;0;0.01;0.27;0.01;0.02;0.03;0;0.02;0.04;0.72;0.3;0.07;0;0
12-7-2021 22:00;0.49;0;0.02;0.5;0;0.12;0.57;0.02;0.04;0;0;0;0;0;0;0.2;0;2.04;0;0.16;0.01;0;0.03;0.05;0;0.02;0.05;0;0;0.01;0.03;0;0.06;0;0;0;0;0;0.26;0.01;0.01;0.03;0;0.02;0.03;0.72;0.29;0.06;0;0
12-7-2021 23:00;0.5;0;0.02;0.5;0;0.12;0.57;0.02;0.05;0;0.01;0;0;0;0;0.21;0;2.05;0;0.16;0.01;0;0.03;0.05;0;0.02;0.05;0;0;0.01;0.03;0;0.07;0;0;0.01;0;0;0.26;0.01;0.02;0.03;0;0.02;0.04;0.72;0.3;0.07;0;0
13-7-2021 00:00;0.5;0;0.02;0.5;0;0.12;0.57;0.02;0.04;0;0;0;0;0;0;0.21;0;2.04;0;0.16;0.01;0;0.03;0.06;0;0.03;0.05;0;0;0.01;0.03;0;0.07;0;0;0;0;0;0.26;0.01;0.02;0.03;0;0.02;0.03;0.72;0.29;0.07;0;0
13-7-2021 01:00;2.55;0.5;0.03;1.12;0.07;1.04;0.88;0.28;1.02;0.25;0.04;0.17;0.02;0.02;0;0.42;0.41;0.04;1.01;0.23;1.46;0.34;0.22;1.12;0;0.67;0.76;0.12;0.22;1.01;0.78;0.18;0.1;0.04;0.11;0.27;0.09;0.09;0.55;0.48;0.11;0.29;0.1;0.56;0.64;0.83;1.97;0.67;0.01;0.02
13-7-2021 02:00;2.54;0.49;0.02;1.12;0.06;1.04;0.88;0.28;1.02;0.25;0.04;0.17;0.02;0.02;0;0.42;0.41;0.04;1.01;0.22;1.46;0.34;0.22;1.12;0;0.67;0.76;0.12;0.22;1.01;0.78;0.18;0.1;0.04;0.11;0.27;0.09;0.09;0.55;0.48;0.11;0.28;0.1;0.56;0.64;0.83;1.96;0.67;0.01;0.02
13-7-2021 03:00;2.55;0.5;0.03;1.12;0.07;1.04;0.89;0.28;1.02;0.25;0.04;0.17;0.02;0.02;0;0.43;0.41;0.04;1.01;0.23;1.46;0.34;0.23;1.12;0;0.67;0.77;0.12;0.22;1.01;0.78;0.18;0.1;0.04;0.12;0.27;0.09;0.09;0.55;0.48;0.11;0.29;0.1;0.56;0.64;0.84;1.97;0.68;0.02;0.02
13-7-2021 04:00;2.54;0.49;0.02;1.12;0.06;1.03;0.88;0.28;1.02;0.25;0.03;0.16;0.02;0.02;0;0.42;0.4;0.03;1.01;0.23;1.46;0.34;0.22;1.12;0;0.67;0.76;0.12;0.21;1.01;0.77;0.17;0.1;0.04;0.11;0.27;0.09;0.09;0.55;0.48;0.11;0.28;0.1;0.56;0.64;0.83;1.97;0.67;0.01;0.02
13-7-2021 05:00;2.55;0.5;0.03;1.12;0.07;1.04;0.88;0.28;1.02;0.25;0.04;0.17;0.02;0.02;0;0.42;0.41;0.04;1.01;0.23;1.46;0.34;0.23;1.12;0;0.67;0.77;0.12;0.22;1.01;0.78;0.18;0.1;0.04;0.12;0.27;0.09;0.09;0.55;0.48;0.11;0.28;0.1;0.56;0.64;0.83;1.97;0.67;0.02;0.02
13-7-2021 06:00;2.55;0.49;0.02;1.12;0.06;1.04;0.88;0.28;1.02;0.25;0.04;0.17;0.02;0.02;0;0.42;0.41;0.04;1.01;0.23;1.46;0.34;0.22;1.12;0;0.67;0.76;0.12;0.21;1.01;0.78;0.18;0.1;0.04;0.11;0.27;0.09;0.09;0.55;0.48;0.11;0.28;0.1;0.56;0.64;0.83;1.97;0.67;0.01;0.02
13-7-2021 07:00;1.39;1.55;0.81;1.52;0.62;2.7;1.64;1.95;0.72;0.46;1.25;1.82;1.03;0.14;0.79;2.86;1.46;0.31;1.2;0.87;2.57;1.87;0.74;1.21;0.39;1.74;0.73;0.25;1.12;2.09;2.04;0.88;1.46;0.47;1.66;1.73;2.47;0.81;2.37;0.94;0.99;1.09;0.3;1.2;1.48;1.54;0.71;2.74;0.86;0.96
13-7-2021 08:00;1.39;1.55;0.81;1.52;0.61;2.7;1.63;1.95;0.71;0.46;1.25;1.82;1.03;0.14;0.79;2.85;1.46;0.31;1.2;0.86;2.57;1.87;0.73;1.21;0.39;1.74;0.73;0.25;1.12;2.08;2.04;0.88;1.46;0.47;1.65;1.72;2.47;0.8;2.37;0.94;0.98;1.09;0.3;1.2;1.48;1.54;0.71;2.74;0.86;0.96
13-7-2021 09:00;1.39;1.56;0.81;1.52;0.62;2.7;1.64;1.95;0.72;0.46;1.25;1.82;1.03;0.14;0.79;2.86;1.46;0.31;1.2;0.87;2.57;1.87;0.74;1.21;0.4;1.74;0.73;0.25;1.12;2.09;2.04;0.89;1.46;0.47;1.65;1.73;2.47;0.81;2.37;0.94;0.99;1.09;0.31;1.2;1.48;1.54;0.71;2.75;0.85;0.96
13-7-2021 10:00;1.39;1.55;0.81;1.52;0.61;2.69;1.64;1.95;0.71;0.45;1.24;1.82;1.03;0.14;0.79;2.85;1.46;0.31;1.19;0.86;2.57;1.87;0.74;1.21;0.39;1.74;0.73;0.25;1.12;2.08;2.03;0.88;1.46;0.47;1.65;1.72;2.47;0.8;2.37;0.94;0.98;1.08;0.3;1.2;1.48;1.54;0.71;2.74;0.85;0.96
13-7-2021 11:00;1.39;1.55;0.81;1.52;0.62;2.7;1.64;1.95;0.71;0.46;1.25;1.82;1.03;0.14;0.79;2.85;1.46;0.31;1.2;0.87;2.57;1.87;0.74;1.21;0.39;1.74;0.73;0.25;1.12;2.08;2.04;0.89;1.46;0.47;1.65;1.73;2.47;0.81;2.37;0.94;0.99;1.09;0.3;1.2;1.48;1.54;0.71;2.74;0.86;0.96
13-7-2021 12:00;1.39;1.55;0.81;1.52;0.61;2.7;1.64;1.95;0.71;0.46;1.25;1.82;1.03;0.14;0.79;2.86;1.46;0.31;1.2;0.86;2.57;1.87;0.74;1.21;0.39;1.74;0.73;0.25;1.12;2.09;2.03;0.88;1.46;0.47;1.65;1.73;2.47;0.81;2.37;0.94;0.98;1.09;0.3;1.2;1.48;1.54;0.71;2.74;0.85;0.96
13-7-2021 13:00;1.08;1.54;2.3;1.35;0.36;0.64;1.7;1.62;1.05;0.68;1.3;2.61;1.99;1.47;0.94;1.79;2.26;1.6;1.79;2.88;1.17;1.2;1.1;0.89;2.6;4.59;1.32;1.04;2.05;1.8;2.23;3.08;1.49;1.96;3.4;1.18;2.05;0.54;3.07;1.44;2.12;2.29;2.27;1.67;1.18;1.68;1.54;2.39;0.95;1.4
13-7-2021 14:00;1.08;1.53;2.3;1.35;0.36;0.63;1.7;1.62;1.05;0.68;1.3;2.61;1.99;1.46;0.94;1.79;2.26;1.6;1.78;2.88;1.17;1.2;1.09;0.89;2.6;4.59;1.32;1.04;2.05;1.81;2.24;3.08;1.49;1.95;3.4;1.18;2.05;0.54;3.07;1.44;2.12;2.29;2.27;1.66;1.18;1.68;1.54;2.39;0.95;1.4
13-7-2021 15:00;1.08;1.54;2.3;1.35;0.36;0.64;1.7;1.62;1.05;0.68;1.3;2.62;1.99;1.47;0.94;1.79;2.26;1.6;1.79;2.88;1.17;1.2;1.1;0.89;2.6;4.59;1.33;1.04;2.05;1.81;2.24;3.08;1.49;1.96;3.4;1.18;2.05;0.55;3.07;1.44;2.12;2.3;2.27;1.67;1.18;1.68;1.54;2.39;0.95;1.4
13-7-2021 16:00;1.08;1.53;2.3;1.34;0.36;0.63;1.7;1.62;1.05;0.68;1.3;2.61;1.99;1.46;0.94;1.79;2.26;1.6;1.78;2.87;1.16;1.2;1.09;0.88;2.59;4.59;1.32;1.03;2.05;1.8;2.23;3.08;1.49;1.95;3.4;1.17;2.05;0.54;3.07;1.44;2.12;2.29;2.27;1.66;1.18;1.68;1.54;2.39;0.95;1.4
13-7-2021 17:00;1.08;1.54;2.3;1.35;0.36;0.64;1.7;1.62;1.05;0.68;1.3;2.61;1.99;1.47;0.94;1.79;2.26;1.6;1.78;2.88;1.17;1.2;1.09;0.89;2.6;4.59;1.33;1.04;2.05;1.81;2.23;3.08;1.49;1.96;3.4;1.18;2.05;0.54;3.07;1.44;2.12;2.29;2.27;1.67;1.18;1.68;1.54;2.39;0.95;1.4
13-7-2021 18:00;1.08;1.54;2.3;1.35;0.36;0.63;1.7;1.62;1.05;0.68;1.3;2.61;1.99;1.47;0.94;1.79;2.26;1.6;1.79;2.88;1.17;1.2;1.09;0.88;2.59;4.59;1.32;1.04;2.05;1.8;2.23;3.08;1.49;1.96;3.4;1.17;2.05;0.54;3.07;1.44;2.12;2.29;2.27;1.67;1.18;1.68;1.54;2.39;0.95;1.4
13-7-2021 19:00;1.24;2.54;1.28;2.17;0.3;1.12;4.11;3.24;1.66;0.13;1.55;1.42;0.49;1.37;0.57;3.19;0.42;2.5;6.32;1.28;0.62;0.66;0.84;0.83;0.97;5.96;2.73;2.49;0.24;2.83;2.6;1.5;0.06;0.88;1.86;3.02;3.28;0.34;0.58;1.84;0.78;2.2;5.73;0.66;0.51;0.5;1.27;0.4;2.81;3.2
13-7-2021 20:00;1.24;2.54;1.28;2.17;0.3;1.12;4.11;3.24;1.66;0.13;1.55;1.42;0.49;1.37;0.57;3.19;0.41;2.5;6.32;1.27;0.62;0.66;0.84;0.83;0.97;5.95;2.73;2.49;0.23;2.83;2.6;1.49;0.05;0.88;1.86;3.01;3.28;0.34;0.57;1.84;0.78;2.2;5.73;0.66;0.51;0.5;1.27;0.4;2.81;3.2
13-7-2021 21:00;1.24;2.54;1.28;2.17;0.3;1.12;4.11;3.24;1.66;0.13;1.55;1.42;0.49;1.37;0.57;3.19;0.42;2.51;6.32;1.28;0.62;0.67;0.84;0.84;0.97;5.96;2.73;2.49;0.24;2.83;2.6;1.5;0.06;0.89;1.87;3.02;3.28;0.34;0.58;1.85;0.78;2.2;5.73;0.66;0.51;0.5;1.27;0.41;2.82;3.2
13-7-2021 22:00;1.24;2.54;1.27;2.17;0.3;1.12;4.11;3.24;1.66;0.12;1.54;1.42;0.49;1.37;0.57;3.19;0.41;2.5;6.32;1.27;0.62;0.66;0.83;0.83;0.97;5.95;2.73;2.49;0.23;2.82;2.6;1.49;0.05;0.88;1.86;3.01;3.28;0.34;0.57;1.84;0.78;2.2;5.73;0.66;0.51;0.5;1.26;0.4;2.81;3.2
13-7-2021 23:00;1.24;2.54;1.28;2.17;0.3;1.12;4.11;3.25;1.66;0.13;1.55;1.42;0.49;1.37;0.57;3.19;0.41;2.5;6.32;1.28;0.62;0.66;0.84;0.83;0.97;5.96;2.73;2.49;0.24;2.83;2.6;1.49;0.06;0.89;1.86;3.01;3.28;0.34;0.58;1.84;0.78;2.2;5.73;0.66;0.51;0.5;1.27;0.4;2.81;3.2
14-7-2021 00:00;1.24;2.54;1.27;2.17;0.3;1.12;4.11;3.24;1.66;0.13;1.55;1.42;0.49;1.37;0.57;3.19;0.41;2.5;6.32;1.28;0.62;0.66;0.83;0.83;0.97;5.95;2.73;2.49;0.24;2.83;2.6;1.5;0.05;0.88;1.86;3.01;3.28;0.34;0.57;1.84;0.78;2.2;5.73;0.66;0.51;0.5;1.27;0.4;2.81;3.2
14-7-2021 01:00;1.15;1.5;0.15;0.18;0.95;1.02;1.88;1.16;1.26;0.53;1.99;0.15;0.86;1.35;0.55;0.4;0.95;1.83;2.34;0.25;0.06;1.18;0.81;0.07;0.53;1.61;1.47;0.67;0.14;1.17;1.2;1.23;0.03;1.95;0.41;0.7;3.29;0.22;0.37;0.6;1.57;2.36;1.54;0;1.48;0.13;2.02;0.24;1.26;5.21
14-7-2021 02:00;1.15;1.5;0.15;0.18;0.95;1.02;1.87;1.15;1.26;0.53;1.99;0.15;0.85;1.35;0.55;0.4;0.95;1.83;2.34;0.25;0.06;1.18;0.8;0.07;0.53;1.61;1.47;0.67;0.14;1.17;1.2;1.22;0.03;1.95;0.41;0.7;3.28;0.22;0.37;0.6;1.57;2.36;1.54;0;1.48;0.13;2.03;0.23;1.25;5.21
14-7-2021 03:00;1.15;1.5;0.15;0.18;0.95;1.02;1.88;1.16;1.26;0.53;1.99;0.15;0.86;1.35;0.55;0.4;0.96;1.83;2.34;0.25;0.06;1.18;0.81;0.07;0.53;1.61;1.47;0.67;0.15;1.17;1.21;1.23;0.03;1.95;0.41;0.7;3.29;0.22;0.37;0.6;1.57;2.36;1.54;0;1.48;0.13;2.03;0.24;1.26;5.21
14-7-2021 04:00;1.15;1.5;0.15;0.18;0.95;1.02;1.87;1.15;1.25;0.53;1.99;0.14;0.85;1.35;0.55;0.4;0.95;1.83;2.34;0.25;0.06;1.18;0.8;0.07;0.52;1.61;1.47;0.67;0.14;1.17;1.2;1.23;0.02;1.95;0.41;0.7;3.28;0.22;0.36;0.6;1.57;2.36;1.54;0;1.47;0.13;2.02;0.23;1.25;5.21
14-7-2021 05:00;1.15;1.5;0.15;0.18;0.95;1.02;1.88;1.16;1.26;0.53;1.99;0.15;0.86;1.35;0.55;0.4;0.96;1.83;2.34;0.25;0.06;1.18;0.8;0.07;0.53;1.61;1.47;0.67;0.15;1.17;1.21;1.23;0.03;1.95;0.41;0.7;3.29;0.22;0.37;0.6;1.57;2.36;1.55;0;1.48;0.13;2.03;0.24;1.26;5.21
14-7-2021 06:00;1.15;1.5;0.15;0.18;0.95;1.02;1.87;1.15;1.25;0.53;1.99;0.15;0.85;1.35;0.55;0.4;0.95;1.83;2.34;0.25;0.06;1.18;0.81;0.07;0.53;1.61;1.47;0.67;0.14;1.17;1.2;1.23;0.03;1.95;0.41;0.7;3.28;0.22;0.37;0.6;1.57;2.36;1.54;0;1.48;0.13;2.02;0.24;1.25;5.21
14-7-2021 07:00;1.84;1.37;0.22;0.7;2.45;1.52;0.44;0.21;1.25;1.15;1.47;0.33;0.72;1.24;1.36;0.03;0.49;2.24;0.35;0.62;0.16;0.57;0.98;3.27;0.62;1.89;2.63;0.6;0.43;0.17;0.51;1.07;0.67;0.84;0.58;2.42;0.48;0.03;0.55;1.01;1.36;1.63;1.4;0.18;2.25;0.63;1;0.74;1.04;0.84
14-7-2021 08:00;1.85;1.37;0.22;0.7;2.45;1.52;0.44;0.21;1.25;1.15;1.47;0.33;0.72;1.24;1.36;0.03;0.5;2.24;0.34;0.62;0.16;0.57;0.97;3.27;0.61;1.89;2.63;0.6;0.43;0.17;0.5;1.07;0.67;0.84;0.57;2.41;0.48;0.03;0.55;1.01;1.37;1.63;1.4;0.17;2.24;0.63;1;0.74;1.03;0.84
14-7-2021 09:00;1.84;1.37;0.22;0.7;2.45;1.52;0.44;0.21;1.25;1.15;1.47;0.33;0.72;1.24;1.36;0.03;0.49;2.24;0.35;0.62;0.16;0.57;0.98;3.28;0.62;1.89;2.64;0.6;0.44;0.17;0.51;1.07;0.67;0.84;0.58;2.42;0.48;0.04;0.55;1.01;1.37;1.63;1.4;0.18;2.25;0.63;1;0.74;1.04;0.84
14-7-2021 10:00;1.84;1.36;0.22;0.7;2.45;1.52;0.43;0.21;1.25;1.15;1.46;0.33;0.72;1.24;1.36;0.03;0.49;2.23;0.34;0.62;0.16;0.57;0.97;3.27;0.61;1.89;2.63;0.6;0.43;0.17;0.5;1.07;0.67;0.84;0.57;2.41;0.48;0.03;0.55;1.01;1.36;1.63;1.4;0.17;2.24;0.63;1;0.74;1.03;0.83
14-7-2021 11:00;1.85;1.37;0.22;0.7;2.46;1.52;0.44;0.21;1.26;1.15;1.47;0.33;0.72;1.24;1.36;0.03;0.5;2.24;0.35;0.62;0.16;0.57;0.98;3.27;0.62;1.89;2.63;0.6;0.43;0.17;0.5;1.07;0.67;0.84;0.57;2.42;0.48;0.03;0.55;1.01;1.37;1.63;1.4;0.18;2.25;0.63;1;0.74;1.04;0.84
14-7-2021 12:00;1.84;1.36;0.22;0.7;2.45;1.52;0.43;0.21;1.25;1.15;1.47;0.33;0.72;1.24;1.36;0.03;0.49;2.24;0.34;0.62;0.16;0.57;0.98;3.27;0.61;1.89;2.63;0.6;0.43;0.17;0.5;1.07;0.67;0.84;0.57;2.42;0.48;0.03;0.55;1.01;1.36;1.63;1.4;0.18;2.25;0.63;1;0.74;1.04;0.84
14-7-2021 13:00;1.73;2.21;0.4;1.28;2.77;0.91;0.73;1.57;2.26;2.26;2.05;1.64;0.91;1.33;2.49;0.26;1.2;2.04;0.16;1.55;4.21;1.68;3.1;4.5;0.47;6.93;0.49;1.23;0.27;0.36;1.15;1.05;4;0.4;0.06;3.78;0.63;0.08;1.98;2.4;2.15;1.16;1.3;4.38;3.43;0.99;1.28;1.66;0.13;0.91
14-7-2021 14:00;1.72;2.21;0.4;1.28;2.77;0.91;0.73;1.57;2.26;2.26;2.04;1.64;0.9;1.32;2.49;0.25;1.2;2.04;0.16;1.55;4.21;1.68;3.1;4.5;0.47;6.93;0.49;1.23;0.27;0.36;1.15;1.05;4;0.4;0.06;3.77;0.63;0.08;1.99;2.4;2.15;1.16;1.3;4.37;3.43;0.99;1.28;1.66;0.13;0.91
14-7-2021 15:00;1.73;2.21;0.4;1.28;2.77;0.91;0.73;1.57;2.26;2.26;2.05;1.65;0.91;1.33;2.49;0.26;1.2;2.04;0.16;1.56;4.21;1.68;3.1;4.5;0.47;6.93;0.49;1.23;0.28;0.37;1.15;1.05;4;0.4;0.06;3.78;0.63;0.08;1.99;2.41;2.15;1.16;1.3;4.38;3.44;1;1.28;1.67;0.13;0.91
14-7-2021 16:00;1.72;2.21;0.4;1.28;2.76;0.91;0.73;1.57;2.26;2.26;2.04;1.64;0.9;1.32;2.49;0.25;1.2;2.04;0.16;1.55;4.21;1.68;3.09;4.5;0.47;6.93;0.49;1.23;0.27;0.36;1.15;1.05;4;0.4;0.06;3.78;0.63;0.08;1.98;2.4;2.15;1.16;1.3;4.37;3.43;0.99;1.28;1.66;0.13;0.91
14-7-2021 17:00;1.73;2.21;0.4;1.28;2.77;0.91;0.73;1.57;2.26;2.26;2.05;1.65;0.9;1.32;2.49;0.26;1.2;2.04;0.16;1.55;4.21;1.68;3.1;4.5;0.47;6.93;0.49;1.23;0.28;0.37;1.15;1.05;4;0.4;0.06;3.77;0.63;0.08;1.99;2.4;2.15;1.16;1.3;4.38;3.43;1;1.28;1.66;0.13;0.91
14-7-2021 18:00;1.72;2.21;0.39;1.28;2.76;0.91;0.73;1.57;2.26;2.26;2.04;1.64;0.91;1.32;2.49;0.25;1.2;2.04;0.16;1.55;4.21;1.68;3.1;4.5;0.47;6.93;0.49;1.23;0.27;0.36;1.15;1.05;4;0.4;0.06;3.77;0.63;0.08;1.98;2.4;2.15;1.16;1.3;4.37;3.43;0.99;1.28;1.66;0.13;0.91
14-7-2021 19:00;2.87;0.5;0.59;0.65;4.63;1.27;0.43;1.33;2.77;5.29;1.29;0.85;0.17;2.74;0.82;2.56;0.57;2.65;0.4;0.8;1.54;1.02;3.2;0.06;0.42;2.41;1.47;0.58;0.58;1.36;0.91;0.47;3.22;0.53;0.08;2.12;2.09;0.12;1.41;2.44;1.49;1;0.81;3.17;0.94;0.15;1.28;2.74;0.36;1.04
14-7-2021 20:00;2.87;0.49;0.59;0.65;4.63;1.27;0.43;1.33;2.77;5.29;1.29;0.85;0.17;2.73;0.82;2.55;0.57;2.65;0.39;0.8;1.54;1.01;3.19;0.06;0.42;2.41;1.46;0.58;0.58;1.36;0.9;0.47;3.22;0.53;0.08;2.12;2.09;0.12;1.41;2.44;1.48;1;0.82;3.17;0.95;0.15;1.28;2.74;0.36;1.04
14-7-2021 21:00;2.87;0.5;0.6;0.65;4.63;1.27;0.44;1.33;2.77;5.29;1.29;0.85;0.17;2.74;0.83;2.56;0.57;2.65;0.4;0.8;1.54;1.02;3.2;0.07;0.42;2.41;1.47;0.58;0.58;1.36;0.91;0.47;3.22;0.53;0.08;2.12;2.09;0.12;1.42;2.45;1.49;1.01;0.81;3.17;0.94;0.15;1.28;2.74;0.36;1.04
