GMT,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004,meuse004
9-7-2021 14:00,0.1,0,0,0.03,0.04,0.02,0.04,0.09,0.03,0.05,0.02,0.01,0.04,0.04,0.03,0.02,0.05,0.05,0.07,0.07,0.02,0.04,0.02,0.12,0.07,0.02,0.01,0.04,0.03,0.08,0.07,0.03,0,0.03,0.06,0.02,0.04,0.02,0.01,0.04,0.04,0.06,0.03,0.04,0.04,0.05,0.02,0.02,0.03,0.12
9-7-2021 15:00,0.1,0.01,0,0.03,0.05,0.02,0.04,0.1,0.04,0.05,0.02,0.02,0.04,0.04,0.03,0.02,0.05,0.05,0.08,0.08,0.03,0.04,0.03,0.12,0.07,0.03,0.01,0.04,0.04,0.09,0.08,0.04,0,0.03,0.06,0.02,0.05,0.02,0.02,0.05,0.05,0.06,0.03,0.04,0.04,0.05,0.02,0.02,0.03,0.13
9-7-2021 16:00,0.09,0,0,0.03,0.04,0.01,0.04,0.1,0.03,0.05,0.02,0.02,0.04,0.03,0.03,0.02,0.05,0.05,0.07,0.07,0.02,0.04,0.02,0.11,0.07,0.02,0.01,0.04,0.03,0.08,0.07,0.03,0,0.03,0.06,0.02,0.04,0.01,0.01,0.04,0.04,0.06,0.03,0.04,0.04,0.05,0.02,0.02,0.03,0.13
9-7-2021 17:00,0.1,0,0,0.03,0.04,0.02,0.04,0.1,0.04,0.06,0.02,0.02,0.04,0.04,0.03,0.02,0.05,0.05,0.08,0.08,0.02,0.04,0.03,0.12,0.07,0.02,0.01,0.04,0.03,0.08,0.08,0.04,0,0.03,0.06,0.02,0.04,0.02,0.01,0.05,0.04,0.06,0.03,0.04,0.04,0.05,0.02,0.02,0.03,0.13
9-7-2021 18:00,0.1,0.01,0,0.03,0.04,0.01,0.04,0.1,0.03,0.05,0.02,0.02,0.04,0.03,0.03,0.02,0.05,0.05,0.07,0.07,0.02,0.04,0.02,0.11,0.07,0.02,0.01,0.04,0.03,0.09,0.07,0.03,0,0.03,0.06,0.02,0.04,0.02,0.01,0.04,0.04,0.06,0.03,0.04,0.04,0.05,0.02,0.02,0.03,0.13
9-7-2021 19:00,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0.01,0,0,0,0.02
9-7-2021 20:00,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0.02
9-7-2021 21:00,0,0,0,0,0.01,0,0.01,0.01,0,0.01,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0.01,0,0,0,0.02
9-7-2021 22:00,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02
9-7-2021 23:00,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.01,0.01,0,0,0,0.02
10-7-2021 00:00,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0.02
10-7-2021 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-7-2021 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-7-2021 03:00,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-7-2021 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-7-2021 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-7-2021 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-7-2021 07:00,0.11,0.03,0.11,0.04,0.17,0.03,0.14,0.13,0.03,0.1,0.09,0.13,0.1,0.13,0.14,0.17,0.12,0.14,0.09,0.08,0.11,0.05,0.06,0.08,0.09,0.1,0.09,0.12,0.12,0.09,0.1,0.05,0.09,0.09,0.25,0.11,0.05,0.19,0.17,0.09,0.45,0.09,0.1,0.05,0.06,0.11,0.15,0.14,0.15,0.09
10-7-2021 08:00,0.11,0.03,0.11,0.04,0.17,0.03,0.14,0.13,0.03,0.1,0.08,0.13,0.1,0.13,0.14,0.17,0.11,0.14,0.09,0.08,0.11,0.05,0.06,0.08,0.09,0.1,0.09,0.12,0.12,0.09,0.1,0.05,0.09,0.08,0.25,0.1,0.05,0.19,0.17,0.09,0.45,0.09,0.09,0.05,0.05,0.11,0.15,0.14,0.15,0.09
10-7-2021 09:00,0.11,0.03,0.11,0.04,0.18,0.04,0.14,0.14,0.04,0.1,0.09,0.14,0.1,0.14,0.14,0.17,0.12,0.14,0.09,0.09,0.11,0.06,0.06,0.08,0.1,0.1,0.09,0.13,0.12,0.09,0.1,0.05,0.09,0.09,0.25,0.11,0.05,0.19,0.17,0.09,0.45,0.09,0.1,0.05,0.06,0.11,0.16,0.15,0.15,0.09
10-7-2021 10:00,0.11,0.03,0.11,0.03,0.17,0.03,0.14,0.13,0.03,0.1,0.09,0.13,0.09,0.13,0.14,0.17,0.11,0.14,0.09,0.08,0.11,0.05,0.05,0.08,0.09,0.1,0.09,0.12,0.12,0.09,0.1,0.05,0.09,0.08,0.25,0.11,0.05,0.18,0.17,0.09,0.45,0.09,0.09,0.04,0.05,0.1,0.15,0.14,0.15,0.09
10-7-2021 11:00,0.11,0.03,0.11,0.04,0.17,0.03,0.14,0.14,0.03,0.1,0.08,0.13,0.1,0.13,0.14,0.17,0.11,0.14,0.09,0.08,0.11,0.05,0.06,0.08,0.09,0.1,0.09,0.12,0.12,0.09,0.1,0.05,0.09,0.09,0.25,0.1,0.05,0.19,0.17,0.09,0.45,0.09,0.1,0.05,0.06,0.11,0.15,0.14,0.15,0.09
10-7-2021 12:00,0.11,0.03,0.11,0.03,0.17,0.03,0.14,0.13,0.03,0.1,0.09,0.13,0.1,0.13,0.14,0.17,0.11,0.14,0.09,0.08,0.11,0.05,0.05,0.08,0.09,0.1,0.09,0.12,0.12,0.09,0.1,0.05,0.09,0.08,0.25,0.11,0.05,0.18,0.17,0.09,0.45,0.09,0.09,0.04,0.05,0.1,0.15,0.14,0.15,0.09
10-7-2021 13:00,1.22,0.68,0.25,0.65,0.7,0.98,0.65,0.43,1.37,0.94,1.29,0.56,0.63,0.32,0.64,1.24,0.58,0.61,0.46,0.81,0.36,1.08,1.1,0.82,0.62,0.8,0.83,0.96,1.23,1.19,0.59,1.68,0.44,0.25,0.94,0.72,1.01,1.2,0.59,0.92,0.53,1.03,0.5,0.89,0.57,0.57,0.5,0.45,1.17,0.82
10-7-2021 14:00,1.22,0.68,0.25,0.65,0.69,0.98,0.65,0.43,1.37,0.94,1.28,0.56,0.63,0.32,0.64,1.23,0.57,0.61,0.45,0.81,0.35,1.07,1.1,0.83,0.63,0.8,0.83,0.96,1.23,1.19,0.59,1.67,0.44,0.25,0.94,0.72,1.01,1.2,0.59,0.92,0.53,1.04,0.5,0.89,0.57,0.57,0.5,0.45,1.17,0.82
10-7-2021 15:00,1.22,0.68,0.26,0.65,0.7,0.98,0.65,0.43,1.37,0.94,1.29,0.56,0.63,0.32,0.64,1.24,0.58,0.61,0.46,0.82,0.36,1.08,1.1,0.83,0.63,0.8,0.83,0.96,1.23,1.2,0.59,1.68,0.44,0.25,0.94,0.72,1.01,1.2,0.6,0.92,0.54,1.04,0.5,0.89,0.57,0.57,0.5,0.45,1.17,0.82
10-7-2021 16:00,1.22,0.68,0.25,0.65,0.69,0.97,0.64,0.42,1.37,0.94,1.28,0.56,0.63,0.32,0.64,1.23,0.57,0.61,0.45,0.81,0.35,1.07,1.09,0.82,0.62,0.8,0.83,0.96,1.23,1.19,0.59,1.67,0.44,0.25,0.94,0.71,1.01,1.2,0.59,0.92,0.53,1.03,0.5,0.89,0.56,0.57,0.5,0.45,1.17,0.82
10-7-2021 17:00,1.22,0.68,0.26,0.65,0.7,0.98,0.65,0.43,1.37,0.94,1.28,0.56,0.63,0.32,0.64,1.24,0.58,0.61,0.46,0.81,0.36,1.08,1.1,0.83,0.63,0.8,0.83,0.96,1.23,1.19,0.59,1.67,0.44,0.25,0.94,0.72,1.01,1.2,0.59,0.92,0.53,1.04,0.5,0.89,0.57,0.57,0.5,0.45,1.17,0.82
10-7-2021 18:00,1.22,0.68,0.25,0.65,0.69,0.98,0.65,0.42,1.37,0.94,1.28,0.56,0.63,0.32,0.64,1.24,0.57,0.61,0.45,0.81,0.35,1.07,1.09,0.82,0.62,0.8,0.83,0.96,1.23,1.19,0.59,1.67,0.44,0.25,0.94,0.71,1.01,1.2,0.59,0.92,0.53,1.03,0.5,0.89,0.57,0.57,0.5,0.45,1.17,0.82
10-7-2021 19:00,0.14,0.22,0.03,0.18,0.28,0.54,0.03,0.08,0.02,0.12,0.1,0.31,0.44,0.29,0.05,0.33,0.03,0.03,0.07,0.22,0.4,0.07,0.3,0.3,0.32,0.33,0.21,0.12,0.31,0.26,0.23,0.01,0.35,0.35,0,0.04,0.28,0.03,0.05,0.22,0.02,0.74,0.22,0.07,0.23,0.05,0.07,0.08,0.17,0.02
10-7-2021 20:00,0.14,0.21,0.03,0.18,0.28,0.54,0.02,0.08,0.02,0.12,0.1,0.31,0.44,0.29,0.05,0.33,0.03,0.03,0.07,0.21,0.4,0.07,0.3,0.3,0.32,0.33,0.21,0.12,0.31,0.26,0.23,0.01,0.35,0.35,0,0.04,0.28,0.03,0.05,0.22,0.02,0.74,0.22,0.07,0.23,0.04,0.07,0.07,0.17,0.02
10-7-2021 21:00,0.14,0.22,0.03,0.18,0.28,0.55,0.03,0.08,0.02,0.12,0.1,0.31,0.44,0.29,0.05,0.33,0.04,0.03,0.07,0.22,0.4,0.08,0.3,0.3,0.32,0.33,0.21,0.12,0.31,0.26,0.23,0.01,0.35,0.36,0,0.05,0.28,0.03,0.05,0.22,0.02,0.74,0.22,0.07,0.23,0.05,0.07,0.08,0.17,0.02
10-7-2021 22:00,0.13,0.21,0.02,0.18,0.28,0.54,0.02,0.08,0.02,0.12,0.09,0.31,0.44,0.28,0.05,0.33,0.03,0.03,0.07,0.21,0.39,0.07,0.3,0.3,0.32,0.33,0.2,0.12,0.31,0.26,0.23,0.01,0.35,0.35,0,0.04,0.28,0.03,0.05,0.22,0.02,0.73,0.21,0.07,0.23,0.04,0.07,0.07,0.17,0.02
10-7-2021 23:00,0.14,0.22,0.03,0.18,0.28,0.54,0.02,0.08,0.02,0.12,0.1,0.31,0.44,0.29,0.05,0.33,0.03,0.03,0.07,0.21,0.4,0.08,0.3,0.3,0.32,0.33,0.21,0.12,0.31,0.26,0.23,0.01,0.35,0.36,0.01,0.04,0.28,0.03,0.05,0.22,0.02,0.74,0.22,0.07,0.23,0.04,0.07,0.08,0.17,0.02
11-7-2021 00:00,0.14,0.21,0.03,0.18,0.28,0.54,0.02,0.08,0.02,0.12,0.1,0.31,0.44,0.29,0.05,0.33,0.03,0.03,0.07,0.21,0.4,0.07,0.3,0.3,0.32,0.33,0.2,0.12,0.31,0.26,0.23,0.01,0.35,0.35,0,0.04,0.28,0.03,0.05,0.22,0.02,0.73,0.22,0.07,0.23,0.04,0.07,0.07,0.17,0.02
11-7-2021 01:00,0.02,0.03,0,0.02,0.01,0.01,0,0,0.01,0.01,0,0.01,0.07,0.01,0,0.01,0.03,0,0.01,0.01,0.09,0.01,0.01,0.04,0.01,0.04,0.01,0.01,0.03,0.02,0,0.01,0.01,0.05,0.02,0.04,0.01,0.01,0,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0,0.01,0.05
11-7-2021 02:00,0.02,0.02,0,0.02,0,0.01,0,0,0.01,0.01,0.01,0.01,0.07,0.01,0,0.01,0.03,0,0,0.01,0.08,0,0.01,0.04,0.01,0.04,0,0.01,0.03,0.02,0,0.01,0.01,0.05,0.02,0.04,0,0.01,0,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0,0.01,0.05
11-7-2021 03:00,0.02,0.03,0,0.02,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.07,0.01,0,0.01,0.03,0.01,0.01,0.02,0.09,0.01,0.01,0.04,0.01,0.04,0.01,0.01,0.03,0.02,0.01,0.01,0.01,0.06,0.02,0.04,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0,0.01,0.06
11-7-2021 04:00,0.02,0.02,0,0.02,0.01,0.01,0,0,0.01,0.01,0,0.01,0.07,0.01,0,0.01,0.03,0,0,0.01,0.08,0,0.01,0.04,0.01,0.03,0,0.01,0.03,0.02,0,0.01,0.01,0.05,0.02,0.03,0,0.01,0,0.01,0.01,0.02,0.01,0,0,0.01,0.01,0,0.01,0.05
11-7-2021 05:00,0.02,0.03,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07,0.01,0,0.01,0.03,0,0,0.02,0.09,0.01,0.01,0.04,0.01,0.04,0.01,0.01,0.03,0.02,0,0.01,0.01,0.05,0.02,0.04,0.01,0.01,0,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0,0.01,0.05
11-7-2021 06:00,0.02,0.03,0,0.02,0.01,0.01,0,0,0.01,0.01,0,0.01,0.07,0.01,0,0.01,0.03,0,0.01,0.01,0.08,0,0.01,0.04,0.01,0.03,0,0.01,0.03,0.02,0,0.01,0.01,0.05,0.02,0.04,0,0.01,0,0.01,0.01,0.02,0.01,0.01,0,0.01,0.01,0,0.01,0.05
11-7-2021 07:00,0.12,0.05,0.07,0.04,0.11,0.01,0.1,0.08,0,0.07,0.04,0.13,0.1,0.03,0,0.04,0.09,0,0,0.14,0.1,0.03,0.03,0.03,0,0.15,0.06,0.19,0.04,0.03,0.19,0.03,0.05,0.14,0.05,0.1,0.04,0.05,0.02,0.02,0.04,0.07,0.22,0.07,0.21,0.19,0.03,0.03,0.1,0.17
11-7-2021 08:00,0.12,0.05,0.07,0.04,0.1,0.01,0.1,0.07,0,0.07,0.04,0.13,0.1,0.03,0,0.04,0.08,0,0,0.14,0.09,0.03,0.03,0.02,0,0.15,0.06,0.19,0.04,0.03,0.19,0.03,0.05,0.14,0.05,0.1,0.04,0.05,0.02,0.02,0.04,0.07,0.22,0.07,0.21,0.19,0.03,0.03,0.09,0.16
11-7-2021 09:00,0.13,0.05,0.07,0.04,0.11,0.01,0.1,0.08,0,0.07,0.04,0.13,0.1,0.03,0,0.05,0.09,0.01,0,0.14,0.1,0.03,0.03,0.03,0,0.15,0.06,0.19,0.04,0.03,0.19,0.03,0.05,0.14,0.06,0.1,0.04,0.05,0.02,0.03,0.04,0.07,0.22,0.07,0.21,0.19,0.03,0.03,0.1,0.17
11-7-2021 10:00,0.12,0.04,0.07,0.04,0.1,0.01,0.1,0.07,0,0.07,0.04,0.13,0.09,0.03,0,0.04,0.08,0,0,0.14,0.09,0.03,0.02,0.02,0,0.15,0.05,0.19,0.04,0.02,0.19,0.03,0.05,0.13,0.05,0.1,0.04,0.05,0.02,0.02,0.03,0.07,0.22,0.06,0.2,0.18,0.03,0.02,0.1,0.16
11-7-2021 11:00,0.12,0.05,0.07,0.04,0.11,0.01,0.1,0.08,0,0.07,0.04,0.13,0.1,0.03,0,0.04,0.08,0,0,0.14,0.1,0.03,0.03,0.03,0,0.15,0.06,0.19,0.04,0.03,0.19,0.03,0.05,0.14,0.05,0.1,0.04,0.05,0.02,0.02,0.04,0.07,0.22,0.07,0.21,0.19,0.03,0.03,0.1,0.17
11-7-2021 12:00,0.12,0.05,0.07,0.04,0.1,0.01,0.1,0.07,0,0.07,0.04,0.13,0.09,0.03,0,0.04,0.08,0,0,0.14,0.09,0.03,0.03,0.03,0,0.15,0.06,0.19,0.04,0.03,0.19,0.03,0.05,0.14,0.05,0.1,0.04,0.05,0.02,0.02,0.04,0.07,0.22,0.07,0.21,0.19,0.03,0.03,0.1,0.16
11-7-2021 13:00,0.08,0.01,0.05,0.02,0.04,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.07,0,0.01,0,0,0,0.13,0,0.02,0,0.02,0,0.03,0.02,0.24,0,0,0.08,0.08,0,0.07,0.05,0.07,0.01,0.02,0.01,0,0,0.02,0.15,0.01,0.14,0.02,0.01,0.01,0.09,0.02
11-7-2021 14:00,0.07,0.01,0.05,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07,0.01,0.01,0,0,0,0.12,0,0.02,0,0.01,0,0.03,0.02,0.24,0,0,0.08,0.08,0,0.07,0.05,0.07,0.01,0.02,0.01,0,0,0.01,0.15,0.01,0.14,0.02,0.01,0.01,0.09,0.01
11-7-2021 15:00,0.08,0.01,0.05,0.03,0.04,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.07,0.01,0.01,0,0.01,0,0.13,0.01,0.02,0.01,0.02,0,0.03,0.02,0.24,0.01,0,0.08,0.08,0.01,0.07,0.06,0.07,0.02,0.03,0.01,0,0,0.02,0.16,0.01,0.14,0.02,0.02,0.01,0.09,0.02
11-7-2021 16:00,0.07,0.01,0.04,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07,0,0,0,0,0,0.12,0,0.02,0,0.01,0,0.03,0.02,0.24,0,0,0.07,0.08,0,0.07,0.05,0.07,0.01,0.02,0.01,0,0,0.01,0.15,0,0.14,0.02,0.01,0,0.09,0.01
11-7-2021 17:00,0.07,0.01,0.05,0.02,0.04,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.07,0.01,0.01,0,0,0,0.13,0,0.03,0.01,0.01,0,0.03,0.02,0.24,0,0,0.08,0.08,0.01,0.07,0.05,0.07,0.01,0.02,0.01,0,0,0.01,0.15,0.01,0.14,0.03,0.02,0.01,0.09,0.02
11-7-2021 18:00,0.07,0.01,0.04,0.02,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07,0,0,0,0,0,0.12,0,0.02,0,0.01,0,0.03,0.02,0.24,0,0,0.08,0.08,0,0.07,0.05,0.07,0.01,0.02,0.01,0,0,0.01,0.15,0.01,0.14,0.02,0.01,0.01,0.09,0.01
11-7-2021 19:00,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0
11-7-2021 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0
11-7-2021 21:00,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0
11-7-2021 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0
11-7-2021 23:00,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0
12-7-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0
12-7-2021 01:00,0.02,0,0,0,0,0,0.15,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.04,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-7-2021 02:00,0.02,0,0,0,0.01,0,0.14,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-7-2021 03:00,0.02,0,0,0,0,0,0.15,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.04,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-7-2021 04:00,0.01,0,0,0,0,0,0.14,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-7-2021 05:00,0.02,0,0,0,0.01,0,0.15,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-7-2021 06:00,0.01,0,0,0,0,0,0.14,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-7-2021 07:00,0.77,0.02,0.1,0.06,0.48,0.07,0.2,0,0.8,0.15,0.3,1.05,0.08,0.11,0.42,0.39,0,0.45,0.02,0.19,0.01,0.01,0.52,0.1,0.07,0.09,0.1,0.12,0.06,0.03,0.24,0.74,0.2,0,0.01,0.13,0,0.73,0.21,0.03,0.86,0,0.04,0.09,0.01,1.41,0.22,0.24,0.02,1
